rank,opportunity_id,opportunity_name,opportunity_type,opportunity_score,opportunity_level,confidence_score
38141,customer_542737469da7f46efac464a38cc7e3c2,542737469da7f46efac464a38cc7e3c2,customer,16.02572513851223,Low,70.68
38142,customer_e5794df8573fa179a90a7b797fc4b71f,e5794df8573fa179a90a7b797fc4b71f,customer,16.025413443908068,Low,70.68
38143,customer_99766e1d4a9ad6aef62eec087be1a2f8,99766e1d4a9ad6aef62eec087be1a2f8,customer,16.025390697612874,Low,70.68
38144,customer_1c12d40bfa739d5204c498c8f9231800,1c12d40bfa739d5204c498c8f9231800,customer,16.025318904779148,Low,70.68
38145,customer_c8c5791564c7e97c61449ac2b3663831,c8c5791564c7e97c61449ac2b3663831,customer,16.025297935458017,Low,70.68
38146,customer_7e12fb462ec307ed68ef9808b7188d14,7e12fb462ec307ed68ef9808b7188d14,customer,16.025145464920236,Low,70.68
38147,customer_7af87661a92c6dd8347715433698be80,7af87661a92c6dd8347715433698be80,customer,16.025138711391634,Low,70.68
38148,customer_f28fbb32a8241c93945a1047421a270b,f28fbb32a8241c93945a1047421a270b,customer,16.025122718625042,Low,70.68
38149,customer_f26ee4cddd4ad02b262b34ee93b1c639,f26ee4cddd4ad02b262b34ee93b1c639,customer,16.025098195355778,Low,70.68
38150,customer_61c5df1c0ba751e67109d3a9448ba372,61c5df1c0ba751e67109d3a9448ba372,customer,16.024704164196052,Low,70.68
38151,customer_7a84ed46fc6220a95b1de245da6535a8,7a84ed46fc6220a95b1de245da6535a8,customer,16.0245027652423,Low,70.68
38152,customer_4d130325152052888f0bd47fd27d4add,4d130325152052888f0bd47fd27d4add,customer,16.024476464998976,Low,70.68
38153,customer_7ca4833e3a4dc726e49e051637a9bd3e,7ca4833e3a4dc726e49e051637a9bd3e,customer,16.0243469770015,Low,70.68
38154,customer_b4758feb40f5497529fd5b4264c4b256,b4758feb40f5497529fd5b4264c4b256,customer,16.023872268137723,Low,70.68
38155,customer_78a3329da4ebaaad05f9f49df104cce0,78a3329da4ebaaad05f9f49df104cce0,customer,16.023697169427297,Low,70.68
38156,customer_3bf5a7cbb004806cd6c8955f1b116703,3bf5a7cbb004806cd6c8955f1b116703,customer,16.023437957187248,Low,70.68
38157,customer_9d75e3b65b801c580e8c015e175384b9,9d75e3b65b801c580e8c015e175384b9,customer,16.02308610091489,Low,70.68
38158,customer_16d2e75f54c1873d887a7c6775ddb105,16d2e75f54c1873d887a7c6775ddb105,customer,16.022889914760786,Low,70.68
38159,customer_638f832f159569d2f7a8cef28af69142,638f832f159569d2f7a8cef28af69142,customer,16.022791821683732,Low,70.68
38160,customer_2f283ed2159da16ddae8d045726976d7,2f283ed2159da16ddae8d045726976d7,customer,16.022623712747016,Low,70.68
38161,customer_7de1536dfbeaacfb971b48c2c93c16cc,7de1536dfbeaacfb971b48c2c93c16cc,customer,16.022592199704047,Low,70.68
38162,customer_0915709aba5b9fea574a1347b513803b,0915709aba5b9fea574a1347b513803b,customer,16.02251152199999,Low,70.68
38163,customer_4e5e69a95bea47fa026e3bbdc386f55c,4e5e69a95bea47fa026e3bbdc386f55c,customer,16.022441506140336,Low,70.68
38164,customer_d38553a9c8d30efc45e02381e606740f,d38553a9c8d30efc45e02381e606740f,customer,16.02208846350668,Low,70.68
38165,customer_53b6aa6f4c77ab14adb8f7dda37dac4d,53b6aa6f4c77ab14adb8f7dda37dac4d,customer,16.02168851081199,Low,70.68
38166,customer_3757a77ec62fb507d2eb804bfabb857b,3757a77ec62fb507d2eb804bfabb857b,customer,16.021600843334223,Low,70.68
38167,customer_fc66491888409c12d4a27db5ff2e3fd7,fc66491888409c12d4a27db5ff2e3fd7,customer,16.021530827474567,Low,70.68
38168,customer_f5d3aa5172378935ac681af12627f278,f5d3aa5172378935ac681af12627f278,customer,16.02117707610559,Low,70.68
38169,customer_cc4c72fa1a49a5a70f1a0ecab271a36a,cc4c72fa1a49a5a70f1a0ecab271a36a,customer,16.021001977395173,Low,70.68
38170,customer_e0bc92daae508d181c7a43fb885e0f4a,e0bc92daae508d181c7a43fb885e0f4a,customer,16.020670972321394,Low,70.68
38171,customer_74774e01db12966380199d9fb79102fd,74774e01db12966380199d9fb79102fd,customer,16.020567666444695,Low,70.68
38172,customer_20225309debb0a9e1031b180d6133758,20225309debb0a9e1031b180d6133758,customer,16.02037148029059,Low,70.68
38173,customer_358b9ceaef0c5dd1f54e0745b28bfa76,358b9ceaef0c5dd1f54e0745b28bfa76,customer,16.020303241405,Low,70.68
38174,customer_343692f880d1624aef01a9409daa9fc2,343692f880d1624aef01a9409daa9fc2,customer,16.020168304362773,Low,70.68
38175,customer_e0c99ffdcd8891130985ac90cd2d8eec,e0c99ffdcd8891130985ac90cd2d8eec,customer,16.019948828989932,Low,72.68
38176,customer_1a11776fa1c7ce1476f69eb960f58068,1a11776fa1c7ce1476f69eb960f58068,customer,16.019910869096783,Low,70.68
38177,customer_54f3534b06647f1edaf5eea3d12c698f,54f3534b06647f1edaf5eea3d12c698f,customer,16.01990222047156,Low,70.68
38178,customer_c77bba232b3522b8bd167f89c1275712,c77bba232b3522b8bd167f89c1275712,customer,16.019028267648412,Low,70.68
38179,customer_b5e6527dc5f242231eb0248668eb2646,b5e6527dc5f242231eb0248668eb2646,customer,16.018994977631376,Low,70.68
38180,customer_9f008417d1115817ec36ac4bdf3619ea,9f008417d1115817ec36ac4bdf3619ea,customer,16.018926738745783,Low,70.68
38181,customer_879b9e62fd3dcbd0d67a3fcbbb06e661,879b9e62fd3dcbd0d67a3fcbbb06e661,customer,16.018783034955778,Low,70.68
38182,customer_8ef3778d6c5e4c40a3ac8a1ba9323a9c,8ef3778d6c5e4c40a3ac8a1ba9323a9c,customer,16.018776045182072,Low,70.68
38183,customer_9ddb70ae8666b8ec147325f5b3be829b,9ddb70ae8666b8ec147325f5b3be829b,customer,16.018660536732018,Low,70.68
38184,customer_ced43e4c9c807745b25ad6c5d519859e,ced43e4c9c807745b25ad6c5d519859e,customer,16.018371470300504,Low,70.68
38185,customer_a49bfb5ae2548e0ecb4447a58d2421d8,a49bfb5ae2548e0ecb4447a58d2421d8,customer,16.018212128111568,Low,70.68
38186,customer_89ec7229219bb8b0c1d0da3b74977e23,89ec7229219bb8b0c1d0da3b74977e23,customer,16.01820869228599,Low,70.68
38187,customer_67acaaf66f8c15f4e49d8bf661665ce2,67acaaf66f8c15f4e49d8bf661665ce2,customer,16.018133345504133,Low,70.68
38188,customer_d364ccce795b874b3b24f38e98140254,d364ccce795b874b3b24f38e98140254,customer,16.017938936324096,Low,70.68
38189,customer_59cd47f7d0957b3cf7860f25986cf4b5,59cd47f7d0957b3cf7860f25986cf4b5,customer,16.01793538237596,Low,70.68
38190,customer_bea5f2cfcdec8bea50e482f0bf428cdb,bea5f2cfcdec8bea50e482f0bf428cdb,customer,16.01779357368258,Low,70.68
38191,customer_282173fd7ca1c435ffc4cd3cb0039c3e,282173fd7ca1c435ffc4cd3cb0039c3e,customer,16.017769050413317,Low,70.68
38192,customer_3999dd968ff424c2a706b887255f7ecd,3999dd968ff424c2a706b887255f7ecd,customer,16.017669180362198,Low,70.68
38193,customer_d6e87dfac78f0e6c83cb3e8c935f3346,d6e87dfac78f0e6c83cb3e8c935f3346,customer,16.017483656052487,Low,70.68
38194,customer_2a146e560df1920341c794c5d83bfb56,2a146e560df1920341c794c5d83bfb56,customer,16.017425842766183,Low,70.68
38195,customer_14c24b3530d2704e439c0935e6953669,14c24b3530d2704e439c0935e6953669,customer,16.017341729236552,Low,70.68
38196,customer_b05167904a34f1895c2d923b0c7aabc7,b05167904a34f1895c2d923b0c7aabc7,customer,16.01728071636978,Low,70.68
38197,customer_da2a135412e57ee25842fa8278823163,da2a135412e57ee25842fa8278823163,customer,16.017052780927592,Low,70.68
38198,customer_b4452967e6994fe014fb17c73164a493,b4452967e6994fe014fb17c73164a493,customer,16.016853158947907,Low,70.68
38199,customer_b0af01f9dffde5df4749042a8ef0c77d,b0af01f9dffde5df4749042a8ef0c77d,customer,16.016847828025707,Low,70.68
38200,customer_a865a3f8b39809ab1ba53cd0e8122999,a865a3f8b39809ab1ba53cd0e8122999,customer,16.0167168359833,Low,71.68
38201,customer_11df73b7b6e5b5dc4d8b23b812d406aa,11df73b7b6e5b5dc4d8b23b812d406aa,customer,16.01670957328046,Low,70.68
38202,customer_361def0dd6f15e919b3126a93babde1a,361def0dd6f15e919b3126a93babde1a,customer,16.0166569727938,Low,70.68
38203,customer_635c8fb5a76d4ca6467ac179f8f8e3a9,635c8fb5a76d4ca6467ac179f8f8e3a9,customer,16.016357480762995,Low,70.68
38204,customer_ac9b75702a29fecffab5f975e5f0a630,ac9b75702a29fecffab5f975e5f0a630,customer,16.01635226796335,Low,70.68
38205,customer_4d447efc41b13cd3888ace85fa1ad69b,4d447efc41b13cd3888ace85fa1ad69b,customer,16.016333193738838,Low,70.68
38206,customer_d0064751457d0f903bd103e7a6a4998a,d0064751457d0f903bd103e7a6a4998a,customer,16.016128122714402,Low,70.68
38207,customer_9ecf31666034bc9fb82211d9e65546e3,9ecf31666034bc9fb82211d9e65546e3,customer,16.015961672629203,Low,70.68
38208,customer_8f2a016d69ea45860c49cf7877f0ae12,8f2a016d69ea45860c49cf7877f0ae12,customer,16.015912626090678,Low,70.68
38209,customer_179d1aff77924e7715c04c715aaadad0,179d1aff77924e7715c04c715aaadad0,customer,16.015874241396546,Low,70.68
38210,customer_3071c34c5f96c9c6c64edd9a3adb872d,3071c34c5f96c9c6c64edd9a3adb872d,customer,16.015858366752507,Low,70.68
38211,customer_9e0dff968418c421ca5a9e1f70a715da,9e0dff968418c421ca5a9e1f70a715da,customer,16.015790364112025,Low,70.68
38212,customer_b54bd4266b30f46d43b39b65cd436290,b54bd4266b30f46d43b39b65cd436290,customer,16.015756837849878,Low,70.68
38213,customer_8f4acbe11e84274fbf9731e8c5e1da46,8f4acbe11e84274fbf9731e8c5e1da46,customer,16.015748071102095,Low,70.68
38214,customer_9e6f401fb647a9805100e0f3053bc295,9e6f401fb647a9805100e0f3053bc295,customer,16.01507042255561,Low,70.68
38215,customer_af4c1cf7039f636488d13fded958e7fe,af4c1cf7039f636488d13fded958e7fe,customer,16.015028365790794,Low,70.68
38216,customer_cc83f7e6be1e9696e04b60f00417799e,cc83f7e6be1e9696e04b60f00417799e,customer,16.01479355869745,Low,70.68
38217,customer_fb66ed13cc69f20249fe580efeb5402d,fb66ed13cc69f20249fe580efeb5402d,customer,16.01470956329037,Low,70.68
38218,customer_994f863db7cbacc01382891788ba1d4f,994f863db7cbacc01382891788ba1d4f,customer,16.014586946944057,Low,70.68
38219,customer_26ce036d768b727192359b729f87ad32,26ce036d768b727192359b729f87ad32,customer,16.01439786868621,Low,70.68
38220,customer_d7c397b68280cdbf4e43162072bdc667,d7c397b68280cdbf4e43162072bdc667,customer,16.014023029873556,Low,70.68
38221,customer_523fac3d5dac008084fa90bbd7a83b5e,523fac3d5dac008084fa90bbd7a83b5e,customer,16.013931926570212,Low,70.68
38222,customer_65ae5594fc1cdc2166f8787adbb3c617,65ae5594fc1cdc2166f8787adbb3c617,customer,16.01351171328971,Low,70.68
38223,customer_de818e3f3ae0a258c1bd45baf154ec47,de818e3f3ae0a258c1bd45baf154ec47,customer,16.013501169567867,Low,70.68
38224,customer_1bf743e4fbb3f0d171c66533e949d631,1bf743e4fbb3f0d171c66533e949d631,customer,16.01331730410967,Low,70.68
38225,customer_d2465d471f76cc390d699f508495c2eb,d2465d471f76cc390d699f508495c2eb,customer,16.012877662236995,Low,70.68
38226,customer_4e120f53d49d0be0732e809a4a1f1d02,4e120f53d49d0be0732e809a4a1f1d02,customer,16.012877662236995,Low,70.68
38227,customer_11ee466b20781f3848ca971b09adcf60,11ee466b20781f3848ca971b09adcf60,customer,16.012870672463286,Low,70.68
38228,customer_e3aa7b5b37d609514703a3039f189b92,e3aa7b5b37d609514703a3039f189b92,customer,16.012793666829918,Low,70.68
38229,customer_273d136f7121c493a5c994c4838fa350,273d136f7121c493a5c994c4838fa350,customer,16.01275859983881,Low,70.68
38230,customer_75a2e0bd740611a5a4cf01fdef2e710e,75a2e0bd740611a5a4cf01fdef2e710e,customer,16.01275859983881,Low,70.68
38231,customer_f461abe0caf9492f5c00ca3d1b39be41,f461abe0caf9492f5c00ca3d1b39be41,customer,16.01261146022323,Low,70.68
38232,customer_b8977911a162ae59629b8a73b77bfdac,b8977911a162ae59629b8a73b77bfdac,customer,16.012550329233903,Low,70.68
38233,customer_f7399a537f78aeee7479ff71ed97d0bf,f7399a537f78aeee7479ff71ed97d0bf,customer,16.012224418837217,Low,70.68
38234,customer_dd25b514ee922669e5de2d638199a3e3,dd25b514ee922669e5de2d638199a3e3,customer,16.012134040410167,Low,71.68
38235,customer_9623f3f91ec327fcbfe8bab241e55b16,9623f3f91ec327fcbfe8bab241e55b16,customer,16.01198475331189,Low,70.68
38236,customer_690553ba84e75d81d9248b7267472d30,690553ba84e75d81d9248b7267472d30,customer,16.011960111920075,Low,70.68
38237,customer_ddd1f21fb793ef5112f77dd6f6844bb4,ddd1f21fb793ef5112f77dd6f6844bb4,customer,16.011898744685638,Low,70.68
38238,customer_a45653bb3070a7504b2805d252c96cba,a45653bb3070a7504b2805d252c96cba,customer,16.011853252095243,Low,70.68
38239,customer_3174a996d8e1ad133337531609f98dff,3174a996d8e1ad133337531609f98dff,customer,16.011702558531532,Low,70.68
38240,customer_a593f38eeb94e24a57e74f756b88a426,a593f38eeb94e24a57e74f756b88a426,customer,16.011702558531532,Low,70.68
38241,customer_ac3a0453af13a228847a528c05071820,ac3a0453af13a228847a528c05071820,customer,16.0116762582882,Low,70.68
38242,customer_9a6f808e3b85babc574ea2f425415936,9a6f808e3b85babc574ea2f425415936,customer,16.0116762582882,Low,70.68
38243,customer_531c32f0529fb288c21468ccf1a9b0f8,531c32f0529fb288c21468ccf1a9b0f8,customer,16.01166760966298,Low,70.68
38244,customer_aa12ee86bc153f02384d70dc61ca67e7,aa12ee86bc153f02384d70dc61ca67e7,customer,16.011608019402612,Low,70.68
38245,customer_88cbb8f53ff515e53afbd96f31646d23,88cbb8f53ff515e53afbd96f31646d23,customer,16.011592262881123,Low,70.68
38246,customer_1431b66e9a1a258f8e724e885869c17b,1431b66e9a1a258f8e724e885869c17b,customer,16.01150649049998,Low,70.68
38247,customer_2afe4c6bfd55a706f7398a44c9d79aa8,2afe4c6bfd55a706f7398a44c9d79aa8,customer,16.011438133491833,Low,70.68
38248,customer_e61882ab6798e29390be71cec924de19,e61882ab6798e29390be71cec924de19,customer,16.011201667546977,Low,70.68
38249,customer_83795f9c6093934678c1ca1d1a943dda,83795f9c6093934678c1ca1d1a943dda,customer,16.011107128418054,Low,70.68
38250,customer_761a6992de97503a8b986c93d57cc53c,761a6992de97503a8b986c93d57cc53c,customer,16.011095043967252,Low,70.68
38251,customer_848d2862ad1c0e8e60e7c1076a235e67,848d2862ad1c0e8e60e7c1076a235e67,customer,16.0108706624732,Low,70.68
38252,customer_699d8941135d919199bf170cc5446a0f,699d8941135d919199bf170cc5446a0f,customer,16.010625547903118,Low,70.68
38253,customer_d03aa4f46e2fd6c722f8bf3973a5ff19,d03aa4f46e2fd6c722f8bf3973a5ff19,customer,16.010440023593407,Low,70.68
38254,customer_f8d597cd6023073cca966990b86b6e3e,f8d597cd6023073cca966990b86b6e3e,customer,16.010385646132686,Low,70.68
38255,customer_58c1c5b0bad70d435c3d74abdb6f2846,58c1c5b0bad70d435c3d74abdb6f2846,customer,16.010378538236424,Low,70.68
38256,customer_dfb5add76c4b7a9c261c7e1a70af7aef,dfb5add76c4b7a9c261c7e1a70af7aef,customer,16.01024194234268,Low,70.68
38257,customer_3a0baddeed2fe921706889c52ac676e8,3a0baddeed2fe921706889c52ac676e8,customer,16.00972896690733,Low,70.68
38258,customer_485b849ef839f0f401da8bfdc7ac2781,485b849ef839f0f401da8bfdc7ac2781,customer,16.00963086686031,Low,71.68
38259,customer_35493505415b51d95d652960d68f1b8c,35493505415b51d95d652960d68f1b8c,customer,16.009418931154684,Low,70.68
38260,customer_c80da60feddb7cf8325bd104032e314a,c80da60feddb7cf8325bd104032e314a,customer,16.009059848863508,Low,70.68
38261,customer_60d5b1e843f802c530933a8edded92ac,60d5b1e843f802c530933a8edded92ac,customer,16.009017792098692,Low,70.68
38262,customer_ee2bb06c1d3f368e92084edefb7e4b57,ee2bb06c1d3f368e92084edefb7e4b57,customer,16.008815083525327,Low,70.68
38263,customer_03edfeca37b80c849dc2f7a76cd6ca64,03edfeca37b80c849dc2f7a76cd6ca64,customer,16.008771018677102,Low,70.68
38264,customer_aa869e19581b0fbcb10088ff7d0e5619,aa869e19581b0fbcb10088ff7d0e5619,customer,16.008664040729716,Low,70.68
38265,customer_40d028e5e7fc571cabebc613e805ce8e,40d028e5e7fc571cabebc613e805ce8e,customer,16.008464418750034,Low,70.68
38266,customer_0c3d4091777941c3c51a4408a3ec0037,0c3d4091777941c3c51a4408a3ec0037,customer,16.008301522612967,Low,70.68
38267,customer_222e0b86b155d2652dedfd54262301bf,222e0b86b155d2652dedfd54262301bf,customer,16.0082191860574,Low,70.68
38268,customer_aa6a8d63220dc100aeb3b8eb301ed741,aa6a8d63220dc100aeb3b8eb301ed741,customer,16.008175706686178,Low,70.68
38269,customer_0d3267732e8cd40c5fd2b0bab1fa2562,0d3267732e8cd40c5fd2b0bab1fa2562,customer,16.008016128252134,Low,70.68
38270,customer_0a146272aaf254020ecc482c21f2e463,0a146272aaf254020ecc482c21f2e463,customer,16.00793379169657,Low,70.68
38271,customer_eeee84ea1c26cf087fb9e713d65a70ea,eeee84ea1c26cf087fb9e713d65a70ea,customer,16.00793379169657,Low,70.68
38272,customer_e6bfc657dec39a875b8d3e2d9fed8d62,e6bfc657dec39a875b8d3e2d9fed8d62,customer,16.00788652213211,Low,70.68
38273,customer_3b97ff93ba0bc4b2110a158bc0436b95,3b97ff93ba0bc4b2110a158bc0436b95,customer,16.007603022867897,Low,70.68
38274,customer_e95b6cd6fc35071d55789ad3f6ceca6e,e95b6cd6fc35071d55789ad3f6ceca6e,customer,16.007464413754988,Low,70.68
38275,customer_a40096fc0a3862e9e12bc55b5f8e6ab2,a40096fc0a3862e9e12bc55b5f8e6ab2,customer,16.007266349378916,Low,72.68
38276,customer_02399dafe5a38655445fb46ec2499071,02399dafe5a38655445fb46ec2499071,customer,16.00699503581341,Low,70.68
38277,customer_a9e30a7260591d7af904d38ec41d449b,a9e30a7260591d7af904d38ec41d449b,customer,16.0069304689985,Low,70.68
38278,customer_1808e751aa698286626ce3c3396387c3,1808e751aa698286626ce3c3396387c3,customer,16.006849673171892,Low,70.68
38279,customer_84719028dec21814e9a26fbfc82f3633,84719028dec21814e9a26fbfc82f3633,customer,16.006695780027712,Low,70.68
38280,customer_6baee3008124f2fd07c61fc8169ad485,6baee3008124f2fd07c61fc8169ad485,customer,16.006694003053646,Low,70.68
38281,customer_d87108b48ec7b85b2f78fc1f3c2ea87a,d87108b48ec7b85b2f78fc1f3c2ea87a,customer,16.00668689515738,Low,70.68
38282,customer_424ccdbadb27cb32b562397f815281c9,424ccdbadb27cb32b562397f815281c9,customer,16.006511796446958,Low,70.68
38283,customer_5b4b4c95a263788f6b0c147c0bc93ad3,5b4b4c95a263788f6b0c147c0bc93ad3,customer,16.006473293630275,Low,70.68
38284,customer_76fe1ab0c462b69772453fc923e5b464,76fe1ab0c462b69772453fc923e5b464,customer,16.006453983160657,Low,70.68
38285,customer_0e42b0ce5cd3da0615a261a47953a3a3,0e42b0ce5cd3da0615a261a47953a3a3,customer,16.006192993946538,Low,70.68
38286,customer_d8dcf12d3642e1ae95c06ac28a086e0b,d8dcf12d3642e1ae95c06ac28a086e0b,customer,16.006061728975,Low,70.68
38287,customer_6c1eea6e359f7344fa11a0a066c0dbca,6c1eea6e359f7344fa11a0a066c0dbca,customer,16.00579919903192,Low,70.68
38288,customer_cd694ea528e48cabceeded7137cca7b2,cd694ea528e48cabceeded7137cca7b2,customer,16.005644833397522,Low,70.68
38289,customer_07ebbbf710aeb63207a80fdcdc6d233a,07ebbbf710aeb63207a80fdcdc6d233a,customer,16.00537519555818,Low,70.68
38290,customer_b6216e2929abf9261e14d2e40f9a4d17,b6216e2929abf9261e14d2e40f9a4d17,customer,16.005283977433844,Low,71.68
38291,customer_8d1053da497baa33eb8a13e8147c4846,8d1053da497baa33eb8a13e8147c4846,customer,16.00526833573335,Low,70.68
38292,customer_f38ddd27ff8e8dddccb544e5751dc864,f38ddd27ff8e8dddccb544e5751dc864,customer,16.005182563352204,Low,70.68
38293,customer_85d5b68b9a95c88eec23d3a96287d9c8,85d5b68b9a95c88eec23d3a96287d9c8,customer,16.00461242503827,Low,71.68
38294,customer_c9c7741935dc1782ad64f6cba1f956f7,c9c7741935dc1782ad64f6cba1f956f7,customer,16.00454187689344,Low,70.68
38295,customer_1688373470bbd506c34a51195921f6b8,1688373470bbd506c34a51195921f6b8,customer,16.004455750144636,Low,70.68
38296,customer_cac981eb97f98f8af8de3b9d3766db04,cac981eb97f98f8af8de3b9d3766db04,customer,16.004455750144636,Low,70.68
38297,customer_a5f6c0f8f644129cb74e459880315057,a5f6c0f8f644129cb74e459880315057,customer,16.004273543537952,Low,70.68
38298,customer_c3c872c27b52b8fed0721f073016d504,c3c872c27b52b8fed0721f073016d504,customer,16.00414571439199,Low,70.68
38299,customer_fdb5e6d14339f592d2a52a7cbcf34dd7,fdb5e6d14339f592d2a52a7cbcf34dd7,customer,16.004100221801593,Low,70.68
38300,customer_24115a0c9fc9115c586e54fd5f42e8d1,24115a0c9fc9115c586e54fd5f42e8d1,customer,16.004061937988528,Low,71.68
38301,customer_c8ecf3a1042466096e265a69e8604f46,c8ecf3a1042466096e265a69e8604f46,customer,16.004045962463422,Low,70.68
38302,customer_4254cd9b3e19107a1ba6e8a1e37fde51,4254cd9b3e19107a1ba6e8a1e37fde51,customer,16.00404418548936,Low,70.68
38303,customer_f3b539185a3c4b4a13f7d32b7444e963,f3b539185a3c4b4a13f7d32b7444e963,customer,16.00404418548936,Low,70.68
38304,customer_30cdd9eea2b6192b8fa65c9ff5e59acc,30cdd9eea2b6192b8fa65c9ff5e59acc,customer,16.003982818254922,Low,70.68
38305,customer_a80e2d98c424ca790055201f684a2868,a80e2d98c424ca790055201f684a2868,customer,16.003601107791106,Low,70.68
38306,customer_b6270bb21e2f15441022012115c81952,b6270bb21e2f15441022012115c81952,customer,16.00345574514959,Low,70.68
38307,customer_7e251bdcd9072568271fe5b5b824b6be,7e251bdcd9072568271fe5b5b824b6be,customer,16.00280178787873,Low,70.68
38308,customer_95a4373b6e6b7b5c3ae6e69a19519f5a,95a4373b6e6b7b5c3ae6e69a19519f5a,customer,16.00279373500204,Low,70.68
38309,customer_15da27f998ecadc6df4a26c543f712dc,15da27f998ecadc6df4a26c543f712dc,customer,16.0027376986898,Low,70.68
38310,customer_511152350c802fe363fd2417b1a09357,511152350c802fe363fd2417b1a09357,customer,16.002712726774938,Low,71.68
38311,customer_297c96c54137df28ac996350c38196d4,297c96c54137df28ac996350c38196d4,customer,16.002704408672763,Low,70.68
38312,customer_7cd148c92a7b9203793efe0844c45e52,7cd148c92a7b9203793efe0844c45e52,customer,16.002683557474185,Low,70.68
38313,customer_dab99d214fcc74719108e91aa54c8362,dab99d214fcc74719108e91aa54c8362,customer,16.002459412225235,Low,70.68
38314,customer_a4cbc79c29fb41423f31495b90df94e0,a4cbc79c29fb41423f31495b90df94e0,customer,16.00239614989418,Low,70.68
38315,customer_f54b57002258883f5319856133f0cdb2,f54b57002258883f5319856133f0cdb2,customer,16.002003895708523,Low,70.68
38316,customer_f6de77c584d2e34e34dd92fb5ccdce42,f6de77c584d2e34e34dd92fb5ccdce42,customer,16.001827020024034,Low,70.68
38317,customer_f320bef0dce34c40360727d9b18ef4f9,f320bef0dce34c40360727d9b18ef4f9,customer,16.00166068806139,Low,70.68
38318,customer_20134a16b116e15ae14d29d8511ff81e,20134a16b116e15ae14d29d8511ff81e,customer,16.00160808757473,Low,70.68
38319,customer_ca5ee952d96f8ead031e0ba820164b45,ca5ee952d96f8ead031e0ba820164b45,customer,16.0015871182536,Low,70.68
38320,customer_cac15a954caa4321d394c1c5fd01cb56,cac15a954caa4321d394c1c5fd01cb56,customer,16.001466633249013,Low,70.68
38321,customer_b516ba2c317f11a21f579fc209526840,b516ba2c317f11a21f579fc209526840,customer,16.00144353258615,Low,70.68
38322,customer_34896d5a632cd39b5f42d9a5408e1911,34896d5a632cd39b5f42d9a5408e1911,customer,16.001383942325784,Low,70.68
38323,customer_e589ee9cf4be0c1e18077ae33e1fa286,e589ee9cf4be0c1e18077ae33e1fa286,customer,16.000744678473424,Low,70.68
38324,customer_8019161d968202cb7b31ee5b1d803640,8019161d968202cb7b31ee5b1d803640,customer,16.000573133711136,Low,70.68
38325,customer_048acfefbc674ab228e0de136c787eb0,048acfefbc674ab228e0de136c787eb0,customer,16.000453953190394,Low,70.68
38326,customer_7f9102abcd4d3ef6284c65f347730f0b,7f9102abcd4d3ef6284c65f347730f0b,customer,16.0004312068952,Low,70.68
38327,customer_afa76a17c35426eaee8987261d79a13e,afa76a17c35426eaee8987261d79a13e,customer,16.000413673399645,Low,70.68
38328,customer_ab911ba2ad6db559075a81a618ecbb47,ab911ba2ad6db559075a81a618ecbb47,customer,16.000375170582963,Low,70.68
38329,customer_b8397f1c55e35a126a6b0bcbf2012748,b8397f1c55e35a126a6b0bcbf2012748,customer,16.000203507698117,Low,70.68
38330,customer_cbcb55529674b773f1976f05aa9110b0,cbcb55529674b773f1976f05aa9110b0,customer,16.000177325577344,Low,70.68
38331,customer_f3d71f4d8f54a54163588b67959c5061,f3d71f4d8f54a54163588b67959c5061,customer,16.000047719457317,Low,70.68
38332,customer_42e3510968b9442349d383ea0c98ccac,42e3510968b9442349d383ea0c98ccac,customer,15.999849756329143,Low,70.68
38333,customer_399a40df315793549e5fa7cea5727074,399a40df315793549e5fa7cea5727074,customer,15.999800946035725,Low,70.68
38334,customer_0f21e08cf8548694ed22dedffc41004d,0f21e08cf8548694ed22dedffc41004d,customer,15.999736024853158,Low,70.68
38335,customer_d47a4aa9da0e66618739308d21e548e0,d47a4aa9da0e66618739308d21e548e0,customer,15.999653688297592,Low,70.68
38336,customer_52970000f20b04063762e11517f75e8c,52970000f20b04063762e11517f75e8c,customer,15.999601087810934,Low,70.68
38337,customer_de2922166e50ad334acea1839d3f303b,de2922166e50ad334acea1839d3f303b,customer,15.999335003919722,Low,70.68
38338,customer_454ca78b1ee14c1a5095e268a2dabe9e,454ca78b1ee14c1a5095e268a2dabe9e,customer,15.999312139501972,Low,70.68
38339,customer_23aa908cf09e5a2f1c68dfd16af043ea,23aa908cf09e5a2f1c68dfd16af043ea,customer,15.999052927261918,Low,70.68
38340,customer_68ca4469a590f62a686d835f07f91f67,68ca4469a590f62a686d835f07f91f67,customer,15.997947957538667,Low,70.68
38341,customer_86f11c808a46dfa5085ea86800ae6807,86f11c808a46dfa5085ea86800ae6807,customer,15.997825459314901,Low,70.68
38342,customer_1b46cbd3b96de421b80ebf96c56093b4,1b46cbd3b96de421b80ebf96c56093b4,customer,15.997506538691926,Low,70.68
38343,customer_e78fe125c58587fde827b7249291d520,e78fe125c58587fde827b7249291d520,customer,15.997478579597084,Low,70.68
38344,customer_048bd839cac80bb9e2030ec06a5fdb8a,048bd839cac80bb9e2030ec06a5fdb8a,customer,15.997310470660373,Low,70.68
38345,customer_c50188399fc7c65fa9fc61ae84c4cddd,c50188399fc7c65fa9fc61ae84c4cddd,customer,15.997224580156674,Low,70.68
38346,customer_39bff4c2b3ab45457843adaff876574e,39bff4c2b3ab45457843adaff876574e,customer,15.996756979189161,Low,70.68
